ticker,date,time,headline,neg,neu,pos,compound
AZN,2020-12-02,03:06PM,"AstraZeneca U.S. COVID-19 vaccine trial results likely in late-Jan, says health official",0.0,1.0,0.0,0.0
AZN,2020-12-02,03:04PM,What we still dont know about COVID vaccines after the U.K.s emergency-use authorization of the Pfizer-BioNTech candidate,0.0,1.0,0.0,0.0
AZN,2020-12-02,02:35PM,Coronavirus update: OWS official says '100% no interference with the FDA',0.123,0.502,0.375,0.7603
AZN,2020-12-02,02:28PM,The fight against COVID-19 is not over once the first person gets vaccinated: Doctor,0.167,0.833,0.0,-0.3818
AZN,2020-12-02,01:15PM,"Boris Johnson warns of immense logistical challenge, as U.K. is first to approve Pfizer-BioNTech COVID-19 vaccine",0.084,0.838,0.078,-0.0258
AZN,2020-12-02,12:10PM,"After a Historic November, What Awaits ETFs in December?",0.0,0.843,0.157,0.0772
AZN,2020-12-02,09:09AM,"These Covid-19 Vaccines Are Safe, Right?",0.0,0.633,0.367,0.4404
AZN,2020-12-02,08:50AM,EXPLAINER-When and how will COVID-19 vaccines become available?,0.0,1.0,0.0,0.0
AZN,2020-12-02,08:30AM,Heres How AstraZeneca Says Covid-19 Could Accelerate Cancer Clinical Trials,0.328,0.672,0.0,-0.6597
AZN,2020-12-02,07:50AM,"This is why I volunteered for the Novavax COVID-19 vaccine trial, and am still cheering for the underdog",0.0,0.829,0.171,0.5106
AZN,2020-12-02,07:00AM,FibroGen to Present Safety and Efficacy Analyses from Roxadustat Global Phase 3 Program at American Society of Hematology Annual Meeting,0.0,0.865,0.135,0.4215
AZN,2020-12-02,06:52AM,Why We Need All 5 of These Coronavirus Vaccine Companies to End the Pandemic,0.0,1.0,0.0,0.0
AZN,2020-12-02,06:08AM,COVID Vaccine Stocks Update: Where Things Stand Now,0.0,1.0,0.0,0.0
AZN,2020-12-02,06:07AM,EXPLAINER-When and how will COVID-19 vaccines become available?,0.0,1.0,0.0,0.0
AZN,2020-12-01,03:07PM,Want to Invest in Coronavirus Vaccines? Consider This First,0.0,0.86,0.14,0.0772
AZN,2020-12-01,02:29PM,COVID-19 vaccines are 'definitely light at the end of the tunnel': Doctor,0.0,0.803,0.197,0.4019
AZN,2020-12-01,12:53PM,"Europeans may be waiting until next year for COVID-19 vaccine, as EU regulators fall behind U.S. and U.K.",0.0,1.0,0.0,0.0
AZN,2020-12-01,11:05AM,5 Stocks in Dow ETF That Powered the Best Month Since 1987,0.0,0.704,0.296,0.6369
AZN,2020-12-01,09:52AM,What Should Investors Know About AstraZeneca's Coronavirus Vaccine?,0.0,1.0,0.0,0.0
AZN,2020-12-01,09:19AM,AstraZeneca (AZN) Forxiga Approved in Japan for Heart Failure,0.252,0.534,0.214,-0.128
AZN,2020-12-01,08:05AM,Here's What the Market Got Wrong About AstraZeneca's Potential Coronavirus Vaccine,0.237,0.763,0.0,-0.4767
AZN,2020-12-01,05:00AM,How drug companies will profit from making Covid-19 vaccines,0.0,0.734,0.266,0.4404
AZN,2020-11-30,12:27PM,"Almost a third of the U.S. could be infected by the coronavirus within a month, former FDA chief warns",0.182,0.553,0.266,0.6289
AZN,2020-11-30,12:18PM,Coronavirus update: Moderna files for EUA; Novavax prepares for Phase 3,0.0,0.386,0.614,0.9406
AZN,2020-11-30,07:07AM,Q&A: Where are we in the COVID-19 vaccine race?,0.0,1.0,0.0,0.0
AZN,2020-11-30,07:01AM,Oil Price Fundamental Weekly Forecast  Disappointment from OPEC+ Could Trim $5.00 Off the Top,0.193,0.702,0.105,-0.3612
AZN,2020-11-30,07:00AM,Moderna to File for FDA Approval as Final Trial Results Show Covid-19 Vaccine to Be Highly Effective,0.0,0.514,0.486,0.9352
AZN,2020-11-30,05:00AM,How AstraZeneca Can Recover From Its Vaccine Stumble,0.0,0.538,0.462,0.7906
AZN,2020-11-29,05:02PM,"U.K. stocks up on coronavirus vaccines, hopes to start giving shots within days",0.0,0.679,0.321,0.6369
AZN,2020-11-29,09:06AM,3 Key Advantages Moderna Holds Over Pfizer and AstraZeneca,0.0,0.737,0.263,0.3612
AZN,2020-11-29,06:25AM,Why AstraZeneca's Potential Vaccine Is More Exciting Than You Think,0.0,0.72,0.28,0.5413
AZN,2020-11-28,07:45PM,Stock Market Today: Nasdaq Notches Another High as COVID's Spread Worsens,0.237,0.763,0.0,-0.4767
AZN,2020-11-28,04:28PM,World's Biggest Vaccine Producer Lends Support to AstraZeneca After Drugmaker Misstep,0.0,0.787,0.213,0.4019
AZN,2020-11-28,12:06PM,"Benzinga's Bulls And Bears Of The Week: AstraZeneca, Disney, Ford, GE, Roku And More",0.0,1.0,0.0,0.0
AZN,2020-11-28,09:10AM,"Serum Institute CEO sees AstraZeneca's COVID-19 vaccine as ""very good"" candidate",0.0,0.758,0.242,0.4927
AZN,2020-11-28,08:53AM,The US could face an 'apocalypse by Christmas as COVID-19 cases surge: Dr.,0.0,1.0,0.0,0.0
AZN,2020-11-28,07:30AM,Why AstraZeneca May Dominate the Coronavirus Vaccine Market,0.176,0.824,0.0,-0.128
AZN,2020-11-28,07:05AM,These 3 Healthcare Stocks Could Be on Top in 2021,0.0,0.816,0.184,0.2023
AZN,2020-11-28,02:41AM,COVID-19 Vaccine Update  Focus Shifts to Pre-orders and Distribution,0.0,1.0,0.0,0.0
AZN,2020-11-27,05:30PM,New York Cases Spike; Minnesota Deaths Hit Record: Virus Update,0.0,0.6,0.4,0.7906
AZN,2020-11-27,04:41PM,"Peru secures 23.1 million future coronavirus vaccine doses from Pfizer, COVAX",0.0,0.813,0.187,0.3182
AZN,2020-11-27,01:46PM,"To End the Crisis, Make Sure Everyone Gets a Vaccine",0.306,0.522,0.172,-0.4215
AZN,2020-11-27,01:30PM,"Nasdaq, S&P Hit Record Close, Dow Modestly Higher on Black Friday",0.0,0.625,0.375,0.7906
AZN,2020-11-27,01:27PM,AstraZeneca Stock Recovers From Dive On Covid Vaccine Testing Plans,0.0,0.6,0.4,0.7906
AZN,2020-11-27,01:10PM,"Stock market news live updates: Wall Street notches slim gains; Nasdaq, S&P 500 set new records",0.0,0.862,0.138,0.34
AZN,2020-11-27,12:27PM,London stocks recover despite new COVID-19 restrictions and sterling slips ahead of Brexit deadline,0.0,0.586,0.414,0.8584
AZN,2020-11-27,12:13PM,EXPLAINER-Will COVID-19 vaccines protect us? Does efficacy equal effectiveness?,0.0,0.73,0.27,0.4515
