ticker,date,time,headline,neg,neu,pos,compound
WWR,2019-05-06,08:00AM,Westwater Resources Announces Conference Call for Q1 2019 Results & Energy Minerals Business Update,0.0,0.851,0.149,0.2732
WWR,2019-04-29,08:00AM,Westwater Resources Comments on the Recently Completed Section 232 Investigation of Uranium Imports,0.0,1.0,0.0,0.0
WWR,2019-04-15,08:00AM,Westwaters Coosa Project Graphite Performs Well Over Extended Period Testing,0.0,0.811,0.189,0.2732
WWR,2019-04-12,08:00AM,Westwater Granted Water Rights for its Sal Rica Project in Utah,0.0,0.833,0.167,0.25
WWR,2019-04-11,08:00AM,Westwater Announces Excellent Results from Independent Tests on Spherical Purified Graphite (SPG) from the Coosa Graphite Project,0.0,0.812,0.188,0.5719
WWR,2019-04-09,08:00AM,Westwater Announces Exploration Plan to Confirm Vanadium Discovery,0.0,0.787,0.213,0.2263
WWR,2019-03-07,08:00AM,Westwater Announces Royalty and Promissory Note Sale for $2.75 Million,0.0,0.826,0.174,0.2263
WWR,2019-03-04,08:00AM,Westwater Announces Reclamation Milestone at Vasquez,0.0,1.0,0.0,0.0
WWR,2019-02-19,09:00AM,Westwater Resources Inc to Host Earnings Call,0.0,1.0,0.0,0.0
WWR,2019-02-19,08:00AM,Westwater Resources Reports 2018 Results & Energy Minerals Business Update,0.0,0.792,0.208,0.2732
WWR,2019-02-19,08:00AM,"Westwater Resources Announces Strong Vanadium Results from Comprehensive Sampling at the Coosa, Alabama Graphite Project",0.0,0.71,0.29,0.6486
WWR,2019-02-11,04:15PM,Westwater Resources Announces Conference Call for 2018 Results & Energy Minerals Business Update,0.0,0.84,0.16,0.2732
WWR,2019-01-02,08:00AM,Westwater Announces Acceptance of Its Request for Arbitration,0.0,0.7,0.3,0.4588
WWR,2018-12-13,08:00AM,Westwater Files International Arbitration Request Against Republic of Turkey,0.0,0.571,0.429,0.7906
WWR,2018-11-29,08:00AM,Westwater Announces Significant Vanadium Discovery at Coosa Graphite Project,0.0,0.816,0.184,0.2023
WWR,2018-11-08,08:00AM,Westwater Resources Reports Third Quarter 2018 Operating Results,0.0,1.0,0.0,0.0
WWR,2018-11-02,08:00AM,Westwater Resources Announces Conference Call for Q3 2018 Results & Energy Minerals Business Update,0.0,0.851,0.149,0.2732
WWR,2018-10-24,08:00AM,Westwater Applauds EPAs Action to Withdraw Rule Change for Reclamation,0.0,0.789,0.211,0.34
WWR,2018-10-10,08:00AM,Westwater Resources to Present at Benchmark Mineral Intelligences Graphite + Anodes 2018 Conference,0.0,0.809,0.191,0.3818
WWR,2018-09-27,08:00AM,Westwater Appoints Karli Anderson to its Board of Directors,0.0,1.0,0.0,0.0
WWR,2018-09-21,08:00AM,Westwater Reports Increasing Strength in Uranium Market,0.0,0.652,0.348,0.4939
WWR,2018-09-17,08:00AM,Westwater Forms Key Business Relationships to Further Pilot Plant Development and Production Facility,0.0,1.0,0.0,0.0
WWR,2018-09-13,04:45PM,Centennial company receives 2nd extension on delisting notice as it pivots to graphite,0.0,0.667,0.333,0.7906
WWR,2018-09-06,08:00AM,Westwater Successfully Produces Battery Ready Graphite,0.0,0.412,0.588,0.6908
WWR,2018-08-09,09:00AM,Westwater Resources Inc to Host Earnings Call,0.0,1.0,0.0,0.0
WWR,2018-08-09,08:00AM,Westwater Resources Reports Second Quarter 2018 Operating Results,0.0,1.0,0.0,0.0
WWR,2018-07-17,04:23PM,Westwater Resources Applauds U.S. Governments Actions on Materials Imports from China,0.0,0.806,0.194,0.34
WWR,2018-06-26,07:57AM,Westwater Resources Publishes Optimized Business Plan for the Coosa Graphite Project,0.0,0.769,0.231,0.4588
WWR,2018-06-22,08:45AM,Republic of Turkey Revokes Temrezli and Sefaatli Licenses and Offers Compensation,0.0,1.0,0.0,0.0
WWR,2018-06-14,04:05PM,Westwater Resources Further Strengthens Balance Sheet to Support Ongoing Growth Strategy,0.0,0.491,0.509,0.8074
WWR,2018-06-13,04:05PM,"Westwater Resources Retains Porter, LeVay & Rose as its Investor Relations Advisor of Record",0.0,1.0,0.0,0.0
WWR,2018-06-11,07:00AM,Free Post Earnings Research Report: Ferroglobes Sales Jumped 19.8%; Adjusted EPS Rocketed 280%,0.0,0.542,0.458,0.8834
WWR,2018-05-21,08:00AM,Westwater Resources Comments on the U.S Department of Interior Critical Minerals List,0.173,0.827,0.0,-0.3182
WWR,2018-05-14,08:00AM,Westwater Resources Reports First Quarter 2018 Operating Results,0.0,1.0,0.0,0.0
WWR,2018-05-14,08:00AM,Westwater Resources Inc to Host Earnings Call,0.0,1.0,0.0,0.0
WWR,2018-05-14,06:43AM,Who Owns Most Of Westwater Resources Inc (NASDAQ:WWR)?,0.0,1.0,0.0,0.0
WWR,2018-05-09,08:00AM,Westwater Resources Announces Q1 2018 Results & Energy Minerals Business Update Conference Call,0.0,0.84,0.16,0.2732
WWR,2018-04-23,08:58AM,Colorado company completes graphite firm buy; bets big on batteries,0.0,1.0,0.0,0.0
WWR,2018-04-23,08:08AM,"Alabama Graphite Announces Closing of Arrangement and the Completion of its Acquisition by Westwater Resources, Inc.",0.0,1.0,0.0,0.0
WWR,2018-04-23,08:00AM,Westwater Resources Completes Acquisition of Alabama Graphite,0.0,1.0,0.0,0.0
WWR,2018-04-18,05:41PM,"Westwater Resources Announces the Completion of a New Technical Report on the Ambrosia Lake Uranium Project, McKinley County, New Mexico USA",0.0,1.0,0.0,0.0
WWR,2018-04-03,07:19PM,Is Westwater Resources Inc (NASDAQ:WWR) Excessively Paying Its CEO?,0.0,1.0,0.0,0.0
WWR,2018-03-26,07:59PM,Westwater Resources Announces Favorable Decision by Texas Supreme Court,0.0,0.511,0.489,0.7717
WWR,2018-03-19,05:12PM,Alabama Graphite Receives Court Approval for Acquisition by Westwater Resources,0.0,0.468,0.532,0.8779
WWR,2018-03-13,08:04PM,Westwater Resources Announces Affirmative Vote by Alabama Graphite Shareholders and Addition of Technical Advisor,0.0,1.0,0.0,0.0
WWR,2018-03-09,04:24PM,Alabama Graphite Securityholders Overwhelmingly Approve Acquisition by Westwater Resources,0.158,0.842,0.0,-0.128
WWR,2018-03-02,10:46AM,"Tapping the lithium rush, Canadian miner stakes claims in Utah",0.0,1.0,0.0,0.0
WWR,2018-03-02,08:00AM,Westwater Resources Reports 2017 Results,0.0,1.0,0.0,0.0
WWR,2018-03-01,08:00AM,Westwater Resources Announces Optimized Business Plan for Graphite Battery Materials Opportunity and Appoints Vice President of Marketing,0.0,0.721,0.279,0.7003
WWR,2018-02-26,04:25PM,Westwater Resources Announces 2017 Results & Energy Minerals Business Update Conference Call,0.0,0.826,0.174,0.2732
WWR,2018-02-26,09:13AM,Leading Independent Proxy Advisors ISS and Glass Lewis Recommend Alabama Graphite Securityholders Vote in Favour of Proposed Plan of Arrangement,0.0,0.769,0.231,0.6597
GEVO,2020-11-29,04:57PM,"Is Gevo, Inc. (GEVO) Going to Burn These Hedge Funds?",0.0,1.0,0.0,0.0
GEVO,2020-11-24,09:55AM,ROCE Insights For Gevo,0.0,1.0,0.0,0.0
GEVO,2020-11-23,12:34PM,Are You Looking For ESG Stocks To Buy Right Now? Here's How 6 Small-Cap Stocks Have Performed In 2020 So Far,0.0,1.0,0.0,0.0
GEVO,2020-11-15,09:10AM,"What Type Of Shareholders Make Up Gevo, Inc.'s (NASDAQ:GEVO) Share Registry?",0.0,0.82,0.18,0.296
GEVO,2020-11-10,04:28PM,Recap: Gevo Q3 Earnings,0.0,1.0,0.0,0.0
GEVO,2020-11-10,04:01PM,Gevo Reports Third Quarter 2020 Financial Results,0.0,1.0,0.0,0.0
GEVO,2020-11-10,02:45PM,"Gevo, Inc. to Host Earnings Call",0.0,1.0,0.0,0.0
GEVO,2020-11-09,10:25AM,Gevo's Earnings Outlook,0.0,1.0,0.0,0.0
GEVO,2020-10-21,09:00AM,"Gevo to Report Third Quarter 2020 Financial Results on November 10, 2020",0.0,1.0,0.0,0.0
GEVO,2020-10-14,09:00AM,Gevo Collaborates with TOTAL Cray Valley to Develop Renewable Isoamylene,0.0,1.0,0.0,0.0
